Location,Rainfall (mm),Depth_to_Water_Level (m),Seasonal_Fluctuation (m),Soil_Type,Rock_Type,Aquifer_Type,Required_Bore_Depth (m)
Rangareddy,1145.12,8.12,1.66,Black Cotton,Schist,Semi-confined,12.06
Karimnagar,1216.77,7.75,4.51,Red Sandy,Schist,Semi-confined,13.8
Nalgonda,983.55,8.59,1.84,Red Sandy,Quartzite,Unconfined,12.29
Karimnagar,1255.4,6.97,3.4,Loamy,Granite,Unconfined,13.11
Khammam,1642.21,9.15,3.78,Loamy,Quartzite,Semi-confined,14.6
Adilabad,1045.24,4.47,4.4,Loamy,Granite,Semi-confined,11.13
Mahabubnagar,1208.2,8.61,2.36,Loamy,Quartzite,Confined,13.29
Nalgonda,929.34,8.74,2.22,Red Sandy,Quartzite,Semi-confined,13.54
Warangal,1799.95,6.9,4.0,Loamy,Basalt,Confined,13.22
Khammam,1587.39,7.09,3.13,Loamy,Basalt,Confined,11.65
Khammam,1591.87,7.86,2.23,Red Sandy,Basalt,Unconfined,13.05
Nalgonda,966.38,7.95,3.8,Laterite,Basalt,Unconfined,12.87
Nalgonda,981.89,7.16,4.8,Black Cotton,Basalt,Semi-confined,14.77
Rangareddy,1127.32,7.48,3.46,Red Sandy,Granite,Unconfined,13.23
Hyderabad,1152.29,7.66,2.86,Red Sandy,Quartzite,Semi-confined,11.75
Khammam,1575.25,7.32,4.25,Laterite,Basalt,Confined,14.34
Rangareddy,1159.44,7.6,3.09,Red Sandy,Granite,Semi-confined,13.1
Hyderabad,1192.61,7.65,2.19,Laterite,Schist,Semi-confined,12.79
Mahabubnagar,1226.13,8.36,2.88,Red Sandy,Granite,Confined,13.26
Nalgonda,1005.03,7.35,4.93,Red Sandy,Basalt,Semi-confined,13.42
Mahabubnagar,1250.14,6.47,3.5,Laterite,Quartzite,Unconfined,12.32
Medak,1219.41,15.49,4.94,Loamy,Schist,Unconfined,22.07
Warangal,1816.73,8.74,2.3,Laterite,Quartzite,Confined,13.89
Mahabubnagar,1205.46,8.79,1.82,Loamy,Quartzite,Unconfined,13.17
Khammam,1602.68,8.64,3.94,Red Sandy,Basalt,Confined,13.73
Nalgonda,969.23,6.54,3.81,Red Sandy,Basalt,Semi-confined,12.44
Warangal,1819.98,9.33,3.91,Black Cotton,Quartzite,Semi-confined,14.64
Mahabubnagar,1263.25,8.03,1.51,Loamy,Granite,Unconfined,11.52
Adilabad,1104.21,3.46,2.05,Loamy,Quartzite,Semi-confined,7.06
Warangal,1794.04,6.42,4.08,Red Sandy,Granite,Confined,12.22
Khammam,1622.84,8.94,4.18,Red Sandy,Quartzite,Semi-confined,14.58
Rangareddy,1113.59,8.14,4.8,Red Sandy,Schist,Confined,14.38
Adilabad,1129.88,2.73,2.05,Laterite,Schist,Unconfined,7.17
Mahabubnagar,1208.45,7.01,4.13,Loamy,Basalt,Semi-confined,12.67
Nizamabad,1076.99,6.42,3.33,Black Cotton,Schist,Confined,11.07
Nalgonda,1009.12,6.58,2.18,Laterite,Schist,Semi-confined,10.95
Rangareddy,1087.05,9.16,1.97,Red Sandy,Schist,Confined,12.71
Karimnagar,1212.18,8.15,1.74,Red Sandy,Schist,Unconfined,11.72
Karimnagar,1218.08,7.02,2.27,Black Cotton,Granite,Semi-confined,10.68
Nalgonda,954.73,7.44,1.56,Black Cotton,Quartzite,Unconfined,11.82
Mahabubnagar,1182.5,8.47,3.93,Laterite,Schist,Semi-confined,15.26
Rangareddy,1060.33,6.91,4.46,Red Sandy,Quartzite,Unconfined,12.87
Hyderabad,1239.3,7.48,2.65,Black Cotton,Granite,Semi-confined,11.66
Nalgonda,1022.26,8.15,4.73,Loamy,Granite,Semi-confined,15.27
Mahabubnagar,1264.18,9.03,2.59,Red Sandy,Granite,Unconfined,13.78
Hyderabad,1189.82,7.87,3.07,Red Sandy,Quartzite,Unconfined,12.01
Warangal,1767.81,7.17,4.12,Red Sandy,Schist,Semi-confined,13.37
Mahabubnagar,1258.93,9.11,3.28,Black Cotton,Basalt,Unconfined,14.17
Warangal,1791.47,7.57,4.49,Loamy,Quartzite,Confined,13.99
Mahabubnagar,1261.18,7.49,2.67,Loamy,Granite,Semi-confined,11.23
Nizamabad,1116.76,7.31,2.17,Laterite,Basalt,Semi-confined,11.15
Warangal,1780.22,6.7,3.35,Loamy,Granite,Unconfined,12.61
Mahabubnagar,1188.56,9.0,1.78,Loamy,Basalt,Unconfined,12.19
Warangal,1796.25,6.69,2.63,Black Cotton,Basalt,Unconfined,11.73
Karimnagar,1211.38,9.26,4.71,Red Sandy,Basalt,Semi-confined,16.58
Medak,1243.21,14.89,4.52,Red Sandy,Granite,Confined,21.3
Khammam,1648.98,8.81,3.53,Laterite,Schist,Unconfined,14.4
Hyderabad,1159.96,7.48,3.46,Red Sandy,Schist,Semi-confined,13.41
Rangareddy,1141.81,8.81,1.5,Black Cotton,Schist,Semi-confined,11.34
Adilabad,1120.45,5.5,4.66,Red Sandy,Basalt,Unconfined,11.76
Mahabubnagar,1244.26,7.57,2.37,Loamy,Schist,Unconfined,11.32
Medak,1228.2,15.61,3.95,Laterite,Basalt,Confined,21.31
Mahabubnagar,1252.88,9.3,3.55,Black Cotton,Granite,Confined,15.53
Nizamabad,1129.25,8.55,2.19,Loamy,Quartzite,Confined,13.1
Warangal,1737.92,8.09,4.76,Loamy,Basalt,Semi-confined,14.37
Khammam,1636.92,8.82,1.75,Black Cotton,Basalt,Unconfined,11.9
Adilabad,1076.14,4.64,1.77,Laterite,Basalt,Confined,9.31
Rangareddy,1108.35,7.26,3.78,Black Cotton,Quartzite,Confined,12.49
Rangareddy,1109.77,8.77,1.85,Black Cotton,Granite,Semi-confined,12.05
Medak,1175.99,15.56,3.93,Laterite,Schist,Confined,21.41
Medak,1243.97,14.84,4.74,Laterite,Basalt,Semi-confined,20.76
Karimnagar,1255.23,8.64,1.63,Loamy,Basalt,Unconfined,12.56
Karimnagar,1236.28,7.02,1.72,Loamy,Schist,Confined,11.02
Karimnagar,1204.45,8.44,3.46,Red Sandy,Schist,Unconfined,14.3
Mahabubnagar,1243.76,7.64,1.53,Laterite,Granite,Unconfined,10.89
Nizamabad,1147.9,6.53,3.44,Black Cotton,Granite,Confined,12.16
Khammam,1622.7,6.82,3.87,Black Cotton,Granite,Semi-confined,12.65
Nalgonda,967.58,7.6,3.85,Laterite,Granite,Unconfined,13.62
Karimnagar,1269.36,9.31,3.13,Loamy,Granite,Confined,15.33
Rangareddy,1074.72,9.0,3.08,Laterite,Quartzite,Unconfined,14.74
Adilabad,1104.47,5.6,1.96,Loamy,Schist,Unconfined,10.39
Rangareddy,1096.17,8.08,2.65,Loamy,Schist,Confined,11.92
Warangal,1737.1,6.75,1.98,Loamy,Basalt,Semi-confined,10.37
Rangareddy,1129.99,7.61,2.49,Laterite,Granite,Confined,12.7
Khammam,1625.09,7.4,4.47,Loamy,Quartzite,Unconfined,14.53
Medak,1154.62,14.54,3.71,Loamy,Granite,Semi-confined,19.56
Warangal,1825.54,8.09,4.96,Laterite,Quartzite,Semi-confined,15.01
Hyderabad,1188.19,8.56,1.69,Loamy,Basalt,Semi-confined,12.61
Nalgonda,948.41,7.27,2.52,Loamy,Basalt,Unconfined,10.91
Khammam,1631.65,8.25,4.57,Laterite,Granite,Semi-confined,15.73
Rangareddy,1130.14,7.56,1.62,Red Sandy,Schist,Semi-confined,11.38
Adilabad,1133.97,4.97,3.82,Red Sandy,Granite,Confined,10.23
Rangareddy,1102.29,7.22,3.09,Red Sandy,Quartzite,Confined,11.6
Warangal,1752.09,9.33,2.85,Laterite,Quartzite,Unconfined,13.34
Nizamabad,1150.82,6.91,3.01,Black Cotton,Schist,Unconfined,11.37
Mahabubnagar,1244.79,8.73,3.52,Red Sandy,Basalt,Confined,15.19
Medak,1233.39,15.35,4.64,Laterite,Granite,Unconfined,21.42
Rangareddy,1087.52,6.67,3.16,Laterite,Quartzite,Confined,11.69
Khammam,1644.83,7.68,2.89,Laterite,Quartzite,Confined,12.3
Adilabad,1058.59,4.84,3.13,Red Sandy,Granite,Confined,10.09
Nizamabad,1101.49,6.47,4.81,Laterite,Granite,Semi-confined,12.59
Karimnagar,1249.08,6.77,2.59,Black Cotton,Granite,Semi-confined,11.22
Medak,1238.78,16.09,2.02,Black Cotton,Basalt,Unconfined,20.61
Medak,1184.33,17.13,2.06,Laterite,Basalt,Confined,20.38
Adilabad,1132.54,5.54,2.62,Loamy,Quartzite,Semi-confined,10.99
Hyderabad,1212.93,6.55,3.69,Loamy,Basalt,Unconfined,12.17
Hyderabad,1200.6,7.81,2.79,Laterite,Schist,Semi-confined,12.49
Hyderabad,1167.53,7.62,4.37,Laterite,Schist,Unconfined,14.77
Nizamabad,1104.07,6.81,1.84,Red Sandy,Granite,Semi-confined,9.92
Nalgonda,931.38,6.9,3.58,Black Cotton,Granite,Unconfined,12.93
Hyderabad,1243.49,9.37,3.84,Black Cotton,Quartzite,Semi-confined,14.97
Medak,1159.73,16.0,3.22,Black Cotton,Basalt,Confined,21.34
Hyderabad,1154.21,6.95,4.74,Black Cotton,Quartzite,Semi-confined,13.58
Hyderabad,1204.34,8.98,4.36,Loamy,Quartzite,Semi-confined,15.46
Karimnagar,1248.33,6.92,3.92,Black Cotton,Quartzite,Semi-confined,12.6
Hyderabad,1154.23,6.79,1.95,Black Cotton,Basalt,Unconfined,10.28
Nalgonda,1011.48,7.67,3.42,Laterite,Basalt,Unconfined,12.89
Nizamabad,1090.99,8.8,1.87,Black Cotton,Basalt,Confined,11.97
Khammam,1579.43,7.64,1.91,Laterite,Granite,Unconfined,11.09
Nizamabad,1104.39,7.1,4.86,Laterite,Basalt,Semi-confined,13.29
Adilabad,1087.09,4.3,4.94,Red Sandy,Schist,Confined,11.18
Karimnagar,1258.08,8.08,2.99,Black Cotton,Basalt,Unconfined,13.33
Nalgonda,937.38,6.83,4.61,Black Cotton,Schist,Confined,14.43
Medak,1235.63,17.11,4.31,Laterite,Schist,Semi-confined,23.11
Karimnagar,1215.73,7.82,4.97,Red Sandy,Basalt,Confined,14.45
Karimnagar,1284.11,9.13,2.76,Laterite,Granite,Semi-confined,14.67
Hyderabad,1153.1,6.43,2.65,Loamy,Granite,Confined,11.82
Rangareddy,1139.48,6.45,2.92,Red Sandy,Schist,Confined,10.96
Hyderabad,1157.58,6.88,4.36,Red Sandy,Quartzite,Unconfined,13.12
Nalgonda,973.08,9.16,1.54,Laterite,Granite,Confined,12.97
Khammam,1588.61,8.87,3.86,Red Sandy,Basalt,Confined,15.33
Rangareddy,1151.31,6.99,4.37,Red Sandy,Schist,Unconfined,12.71
Karimnagar,1215.03,9.27,4.47,Black Cotton,Schist,Confined,14.77
Medak,1227.15,14.95,2.81,Loamy,Basalt,Unconfined,19.46
Rangareddy,1150.62,6.61,1.91,Laterite,Quartzite,Confined,10.1
Adilabad,1057.49,2.74,3.2,Loamy,Basalt,Confined,8.74
Khammam,1596.57,7.03,4.24,Red Sandy,Granite,Confined,13.46
Medak,1163.95,14.67,4.71,Laterite,Quartzite,Unconfined,21.69
Warangal,1772.08,7.22,2.46,Black Cotton,Basalt,Unconfined,11.12
Nizamabad,1125.91,6.53,3.74,Red Sandy,Quartzite,Semi-confined,12.82
Rangareddy,1142.82,8.74,4.76,Black Cotton,Basalt,Confined,15.75
Rangareddy,1103.06,6.43,2.52,Loamy,Quartzite,Confined,9.98
Karimnagar,1242.38,6.85,2.57,Laterite,Schist,Confined,10.48
Karimnagar,1251.13,9.13,2.39,Loamy,Quartzite,Unconfined,13.68
Nizamabad,1138.4,7.17,1.73,Black Cotton,Schist,Unconfined,11.53
Nalgonda,986.37,7.68,4.74,Laterite,Basalt,Confined,13.62
Nalgonda,963.67,8.49,2.09,Loamy,Granite,Unconfined,12.58
Karimnagar,1275.02,6.48,2.69,Laterite,Granite,Unconfined,10.84
Medak,1229.41,16.49,3.92,Black Cotton,Basalt,Unconfined,22.9
Nalgonda,985.66,8.25,3.85,Loamy,Granite,Semi-confined,13.17
Hyderabad,1202.94,7.29,2.22,Black Cotton,Schist,Confined,12.41
Hyderabad,1160.1,9.3,4.85,Laterite,Granite,Unconfined,17.03
Warangal,1737.25,8.32,3.07,Black Cotton,Basalt,Semi-confined,13.95
Nalgonda,974.59,6.65,4.72,Loamy,Schist,Confined,12.74
Medak,1164.81,16.9,4.71,Laterite,Schist,Unconfined,22.96
Khammam,1616.44,6.86,3.74,Black Cotton,Granite,Unconfined,12.42
Mahabubnagar,1245.95,7.38,1.75,Red Sandy,Quartzite,Confined,10.99
Warangal,1809.45,7.4,1.97,Red Sandy,Granite,Semi-confined,12.12
Rangareddy,1145.44,6.54,2.96,Black Cotton,Schist,Semi-confined,11.54
Nizamabad,1161.7,7.46,2.24,Black Cotton,Basalt,Unconfined,12.05
Karimnagar,1223.92,7.72,1.83,Laterite,Schist,Unconfined,12.02
Nizamabad,1109.58,9.07,2.56,Black Cotton,Schist,Confined,13.11
Mahabubnagar,1242.63,6.86,4.96,Red Sandy,Granite,Unconfined,13.99
Hyderabad,1194.91,6.42,4.09,Black Cotton,Granite,Confined,11.74
Hyderabad,1193.0,7.73,1.58,Red Sandy,Schist,Confined,11.12
Rangareddy,1123.99,7.33,2.96,Red Sandy,Schist,Unconfined,11.82
Nizamabad,1112.16,8.26,2.2,Loamy,Basalt,Semi-confined,12.61
Hyderabad,1218.54,6.64,2.7,Loamy,Schist,Confined,11.6
Nalgonda,942.37,9.39,3.02,Laterite,Quartzite,Semi-confined,14.5
Nalgonda,964.07,7.6,2.37,Black Cotton,Basalt,Confined,12.34
Nalgonda,937.12,6.59,4.97,Black Cotton,Quartzite,Semi-confined,13.35
Mahabubnagar,1258.34,8.68,2.56,Loamy,Granite,Confined,13.01
Karimnagar,1275.43,7.81,2.99,Black Cotton,Granite,Unconfined,12.05
Nalgonda,968.39,8.79,2.07,Red Sandy,Quartzite,Semi-confined,12.57
Mahabubnagar,1265.83,6.83,4.64,Red Sandy,Basalt,Semi-confined,13.77
Adilabad,1073.61,4.21,1.65,Black Cotton,Granite,Confined,8.64
Medak,1219.46,15.81,4.0,Black Cotton,Schist,Unconfined,22.04
Hyderabad,1232.38,8.69,3.23,Black Cotton,Quartzite,Confined,14.63
Karimnagar,1240.3,7.66,3.22,Laterite,Quartzite,Unconfined,12.69
Hyderabad,1187.83,6.59,2.43,Red Sandy,Granite,Unconfined,10.71
Rangareddy,1090.21,7.52,4.21,Loamy,Granite,Semi-confined,13.67
Adilabad,1095.04,2.95,4.94,Black Cotton,Quartzite,Semi-confined,9.81
Karimnagar,1212.2,7.6,4.66,Red Sandy,Quartzite,Unconfined,14.09
Nalgonda,943.66,6.42,1.86,Black Cotton,Granite,Semi-confined,10.33
Karimnagar,1275.52,9.25,2.0,Laterite,Granite,Confined,12.35
Karimnagar,1245.47,7.04,2.22,Black Cotton,Quartzite,Unconfined,11.43
Rangareddy,1061.02,7.39,4.45,Laterite,Schist,Confined,13.01
Nizamabad,1103.69,9.27,2.95,Laterite,Basalt,Semi-confined,13.65
Mahabubnagar,1198.67,6.51,4.47,Loamy,Quartzite,Confined,12.88
Khammam,1622.25,7.17,4.77,Red Sandy,Granite,Unconfined,13.98
Adilabad,1059.03,5.49,1.73,Black Cotton,Quartzite,Unconfined,8.34
Nizamabad,1077.1,8.57,1.64,Laterite,Granite,Confined,13.04
Rangareddy,1090.06,9.33,4.7,Laterite,Schist,Unconfined,16.95
Mahabubnagar,1183.07,6.9,3.73,Laterite,Basalt,Semi-confined,11.75
Mahabubnagar,1265.99,8.88,3.27,Red Sandy,Basalt,Semi-confined,14.0
Medak,1211.1,15.39,3.82,Loamy,Granite,Confined,21.18
Adilabad,1047.63,3.58,2.74,Loamy,Basalt,Confined,9.03
Warangal,1775.52,8.87,3.13,Red Sandy,Granite,Unconfined,14.03
Warangal,1769.07,8.76,4.6,Loamy,Schist,Unconfined,14.63
Khammam,1566.73,8.01,4.45,Black Cotton,Quartzite,Unconfined,15.44
Rangareddy,1071.6,7.48,4.01,Laterite,Quartzite,Unconfined,14.21
Karimnagar,1283.99,8.25,3.17,Laterite,Quartzite,Unconfined,12.7
Karimnagar,1295.5,8.94,2.59,Loamy,Granite,Unconfined,13.49
Mahabubnagar,1231.16,7.32,4.26,Laterite,Schist,Unconfined,13.51
Nizamabad,1149.53,9.02,1.83,Loamy,Granite,Semi-confined,13.11
Mahabubnagar,1262.31,7.4,4.55,Red Sandy,Basalt,Confined,13.39
Hyderabad,1216.36,8.55,3.41,Loamy,Schist,Semi-confined,13.98
Adilabad,1078.86,5.35,4.9,Red Sandy,Basalt,Unconfined,13.02
Mahabubnagar,1230.07,9.05,3.29,Black Cotton,Basalt,Confined,13.9
Adilabad,1104.23,2.92,3.01,Loamy,Granite,Confined,8.27
Khammam,1597.07,7.21,2.35,Laterite,Quartzite,Confined,11.4
Mahabubnagar,1269.15,9.4,3.52,Loamy,Schist,Semi-confined,14.6
Warangal,1803.26,7.57,3.23,Loamy,Quartzite,Confined,12.48
Nizamabad,1150.52,8.78,2.46,Red Sandy,Schist,Confined,13.08
Karimnagar,1240.65,6.57,3.55,Loamy,Schist,Confined,11.88
Karimnagar,1268.07,8.2,3.16,Loamy,Basalt,Unconfined,12.64
Medak,1159.66,15.86,4.67,Black Cotton,Schist,Confined,22.96
Khammam,1644.93,8.66,4.89,Laterite,Basalt,Semi-confined,14.85
Nalgonda,966.67,8.17,3.95,Loamy,Basalt,Unconfined,13.48
Medak,1222.93,16.14,4.66,Loamy,Schist,Semi-confined,23.27
Medak,1171.52,16.38,4.22,Laterite,Granite,Confined,23.41
Adilabad,1057.65,5.05,4.16,Laterite,Schist,Semi-confined,11.56
Khammam,1560.39,8.86,2.73,Loamy,Quartzite,Confined,14.56
Adilabad,1040.25,5.18,3.51,Loamy,Quartzite,Confined,11.23
Warangal,1763.14,8.61,3.48,Black Cotton,Basalt,Semi-confined,13.48
Khammam,1589.36,7.29,3.42,Laterite,Granite,Semi-confined,11.74
Hyderabad,1184.48,7.66,3.97,Red Sandy,Granite,Unconfined,14.34
Hyderabad,1178.04,8.01,1.65,Red Sandy,Granite,Confined,12.41
Hyderabad,1229.71,6.7,3.14,Red Sandy,Quartzite,Semi-confined,11.93
Nalgonda,984.57,7.57,3.4,Loamy,Quartzite,Unconfined,12.66
Hyderabad,1219.75,8.28,3.32,Red Sandy,Granite,Unconfined,13.89
Medak,1158.3,17.29,4.3,Red Sandy,Schist,Semi-confined,24.28
Karimnagar,1274.57,8.91,4.25,Black Cotton,Granite,Unconfined,15.47
Karimnagar,1243.91,9.28,3.97,Laterite,Quartzite,Confined,16.22
Adilabad,1129.25,4.29,3.25,Red Sandy,Granite,Confined,8.74
Nizamabad,1106.16,7.35,4.6,Red Sandy,Schist,Semi-confined,14.44
Hyderabad,1165.05,6.54,4.51,Red Sandy,Granite,Unconfined,12.65
Mahabubnagar,1196.01,7.61,2.12,Laterite,Granite,Confined,12.09
Adilabad,1120.72,4.13,2.73,Red Sandy,Basalt,Confined,9.11
Warangal,1735.83,9.0,3.67,Loamy,Schist,Confined,13.86
Mahabubnagar,1185.46,9.4,2.28,Black Cotton,Granite,Unconfined,12.7
Medak,1250.74,15.18,3.04,Black Cotton,Schist,Unconfined,19.66
Karimnagar,1288.89,6.83,2.67,Black Cotton,Granite,Unconfined,12.22
Khammam,1573.89,6.64,3.53,Red Sandy,Basalt,Unconfined,11.57
Mahabubnagar,1245.89,7.07,3.43,Laterite,Granite,Semi-confined,11.83
Karimnagar,1250.6,9.06,3.8,Red Sandy,Schist,Unconfined,14.52
Nizamabad,1140.19,8.39,1.79,Loamy,Granite,Confined,12.85
Hyderabad,1175.71,6.45,1.96,Laterite,Basalt,Semi-confined,9.88
Hyderabad,1200.65,9.07,3.44,Loamy,Basalt,Semi-confined,13.95
Nizamabad,1141.41,9.21,2.96,Laterite,Basalt,Unconfined,14.62
Rangareddy,1142.38,8.05,4.71,Loamy,Basalt,Semi-confined,14.66
Nizamabad,1079.92,8.43,4.01,Laterite,Quartzite,Confined,15.36
Karimnagar,1239.2,6.93,2.11,Laterite,Schist,Confined,10.06
Karimnagar,1217.84,7.06,3.0,Black Cotton,Basalt,Confined,11.59
Nizamabad,1136.22,8.21,2.0,Loamy,Granite,Confined,12.28
Hyderabad,1187.5,7.61,1.51,Black Cotton,Quartzite,Semi-confined,10.94
Karimnagar,1238.27,8.46,3.4,Black Cotton,Granite,Unconfined,13.74
Nizamabad,1140.88,8.05,1.76,Loamy,Quartzite,Semi-confined,12.0
Medak,1159.71,16.69,4.12,Loamy,Basalt,Confined,23.09
Nizamabad,1089.48,6.48,3.8,Black Cotton,Granite,Confined,13.14
Rangareddy,1067.91,6.63,2.7,Red Sandy,Granite,Confined,12.29
Karimnagar,1213.02,6.78,1.98,Black Cotton,Schist,Unconfined,10.67
Rangareddy,1086.01,6.7,1.57,Red Sandy,Basalt,Unconfined,10.39
Nizamabad,1087.94,8.82,3.81,Loamy,Granite,Confined,14.85
Mahabubnagar,1224.83,6.51,4.95,Red Sandy,Granite,Semi-confined,13.36
Adilabad,1128.19,4.87,3.76,Black Cotton,Granite,Confined,10.5
Khammam,1628.2,8.68,3.54,Laterite,Schist,Semi-confined,13.79
Hyderabad,1205.48,7.31,3.85,Red Sandy,Quartzite,Unconfined,13.43
Nalgonda,971.83,8.89,4.82,Loamy,Granite,Unconfined,15.14
Mahabubnagar,1204.08,7.23,2.65,Laterite,Basalt,Confined,12.12
Rangareddy,1136.7,9.06,4.88,Black Cotton,Schist,Confined,15.12
Medak,1251.58,16.79,4.51,Laterite,Schist,Unconfined,22.33
Medak,1204.12,16.78,1.94,Red Sandy,Basalt,Semi-confined,19.86
Karimnagar,1279.74,7.13,4.79,Red Sandy,Granite,Semi-confined,14.58
Khammam,1572.51,8.85,4.29,Red Sandy,Schist,Unconfined,14.28
Khammam,1631.87,8.18,4.3,Red Sandy,Granite,Semi-confined,14.82
Nalgonda,931.48,7.87,2.95,Loamy,Granite,Unconfined,13.34
Mahabubnagar,1179.22,6.44,3.53,Loamy,Basalt,Confined,10.99
Rangareddy,1132.16,7.62,2.9,Red Sandy,Schist,Confined,11.85
Medak,1161.84,17.17,1.67,Laterite,Schist,Semi-confined,20.36
Khammam,1613.26,7.87,1.82,Black Cotton,Quartzite,Unconfined,12.34
Adilabad,1125.94,3.37,2.63,Laterite,Schist,Confined,8.91
Warangal,1776.17,6.47,4.23,Laterite,Granite,Unconfined,12.95
Rangareddy,1078.43,6.98,4.53,Black Cotton,Basalt,Semi-confined,13.73
Adilabad,1120.67,4.35,2.33,Loamy,Granite,Unconfined,8.54
Karimnagar,1290.18,9.0,2.13,Loamy,Schist,Confined,12.56
Karimnagar,1205.33,9.12,4.97,Loamy,Schist,Unconfined,16.43
Medak,1170.09,14.95,1.64,Laterite,Quartzite,Semi-confined,18.49
Warangal,1756.19,9.18,2.65,Black Cotton,Granite,Confined,13.63
Nalgonda,989.75,7.84,2.78,Loamy,Quartzite,Confined,11.79
Khammam,1619.76,8.51,3.09,Red Sandy,Quartzite,Unconfined,14.47
Medak,1226.53,16.2,2.04,Red Sandy,Quartzite,Confined,19.96
Nizamabad,1140.46,8.61,2.05,Laterite,Quartzite,Unconfined,11.98
Rangareddy,1064.15,9.17,3.52,Red Sandy,Basalt,Confined,15.08
Khammam,1565.92,6.65,1.7,Loamy,Schist,Semi-confined,10.01
Karimnagar,1228.83,8.89,1.54,Red Sandy,Schist,Unconfined,12.83
Nizamabad,1111.55,7.63,1.63,Red Sandy,Quartzite,Semi-confined,10.85
Medak,1220.1,15.32,2.47,Red Sandy,Basalt,Confined,20.15
Rangareddy,1116.17,7.82,3.56,Loamy,Schist,Unconfined,13.07
Rangareddy,1064.0,8.65,4.33,Red Sandy,Basalt,Confined,14.53
Rangareddy,1104.24,7.64,4.13,Black Cotton,Basalt,Unconfined,14.4
Karimnagar,1282.38,8.29,1.89,Loamy,Basalt,Confined,11.22
Medak,1217.38,17.35,4.7,Black Cotton,Schist,Unconfined,23.34
Rangareddy,1145.99,9.14,3.42,Loamy,Basalt,Semi-confined,14.91
Nalgonda,942.25,8.6,1.66,Loamy,Schist,Confined,11.72
Nalgonda,991.54,7.26,4.43,Red Sandy,Schist,Confined,12.89
Nalgonda,982.21,8.76,1.8,Loamy,Granite,Unconfined,12.93
Khammam,1644.62,7.95,4.15,Black Cotton,Granite,Unconfined,13.24
Khammam,1569.96,8.79,4.87,Loamy,Granite,Unconfined,15.67
Medak,1198.45,14.8,2.81,Loamy,Granite,Semi-confined,20.52
Karimnagar,1245.96,7.82,2.42,Black Cotton,Quartzite,Confined,12.59
Medak,1190.53,17.35,3.8,Loamy,Quartzite,Semi-confined,23.51
Hyderabad,1240.56,7.78,1.6,Red Sandy,Granite,Semi-confined,11.91
Rangareddy,1126.2,9.13,3.94,Black Cotton,Granite,Semi-confined,15.95
Karimnagar,1199.58,9.29,2.49,Loamy,Schist,Semi-confined,14.13
Karimnagar,1224.38,6.72,4.75,Laterite,Basalt,Confined,12.54
Rangareddy,1111.22,9.29,2.83,Black Cotton,Basalt,Confined,15.1
Medak,1182.62,16.06,4.41,Loamy,Basalt,Unconfined,22.64
Rangareddy,1113.45,7.62,4.78,Black Cotton,Basalt,Unconfined,14.54
Mahabubnagar,1202.33,8.32,3.45,Red Sandy,Granite,Semi-confined,14.58
Hyderabad,1147.9,7.43,2.18,Black Cotton,Granite,Semi-confined,11.27
Medak,1199.64,15.31,2.73,Laterite,Granite,Confined,19.09
Nizamabad,1080.94,8.85,2.91,Laterite,Granite,Unconfined,13.03
Warangal,1823.01,7.48,2.25,Black Cotton,Quartzite,Unconfined,11.33
Khammam,1621.0,7.75,3.87,Laterite,Granite,Confined,13.52
Medak,1181.66,14.72,1.84,Red Sandy,Granite,Unconfined,18.34
Nizamabad,1107.35,7.4,3.56,Black Cotton,Granite,Semi-confined,12.13
Khammam,1562.15,7.33,3.9,Laterite,Basalt,Semi-confined,12.59
Nizamabad,1156.64,7.57,4.76,Red Sandy,Schist,Semi-confined,14.54
Rangareddy,1120.95,8.99,2.29,Black Cotton,Quartzite,Semi-confined,14.0
Karimnagar,1283.63,8.87,4.43,Loamy,Quartzite,Unconfined,15.3
Mahabubnagar,1195.97,8.8,4.77,Red Sandy,Granite,Semi-confined,15.4
Adilabad,1045.8,4.92,3.76,Loamy,Quartzite,Confined,9.77
Mahabubnagar,1212.13,8.71,2.1,Red Sandy,Quartzite,Unconfined,12.31
Khammam,1635.52,9.33,4.67,Black Cotton,Schist,Confined,15.18
Nizamabad,1128.4,7.2,4.38,Loamy,Granite,Semi-confined,14.07
Nizamabad,1155.42,6.45,3.19,Black Cotton,Basalt,Semi-confined,12.59
Nizamabad,1086.52,8.33,2.97,Black Cotton,Schist,Unconfined,13.75
Mahabubnagar,1242.94,8.54,4.91,Loamy,Schist,Unconfined,14.61
Rangareddy,1155.41,8.33,2.39,Laterite,Granite,Semi-confined,12.08
Medak,1232.68,15.71,4.43,Black Cotton,Quartzite,Unconfined,21.22
Karimnagar,1202.55,7.03,4.24,Laterite,Granite,Semi-confined,13.57
Warangal,1810.89,7.62,2.56,Red Sandy,Quartzite,Unconfined,12.88
Nalgonda,947.22,8.52,4.91,Red Sandy,Granite,Unconfined,16.38
Nizamabad,1128.39,8.25,3.67,Loamy,Schist,Confined,13.48
Medak,1207.51,17.25,2.44,Laterite,Quartzite,Unconfined,22.09
Nizamabad,1154.82,7.3,2.19,Loamy,Quartzite,Unconfined,12.19
Rangareddy,1093.35,8.01,3.04,Loamy,Quartzite,Confined,12.61
Rangareddy,1105.97,9.1,1.58,Laterite,Quartzite,Unconfined,12.63
Hyderabad,1187.0,8.6,2.07,Loamy,Basalt,Semi-confined,12.02
